Company,Location,Country,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,11/23/1976,16:27:00,Soyuz U,Cosmos 867,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,11/25/1976,,Molniya-M /Block SO-L,Prognoz n†­5,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,11/26/1976,14:30:00,Tsyklon-2,Cosmos 868,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/29/1976,16:04:00,Soyuz U,Cosmos 869,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,12/2/1976,0:17:00,Cosmos-3M (11K65M),Cosmos 870,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,12/2/1976,2:44:00,Molniya-M /Block ML,Molniya-2 n†­64,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,12/7/1976,4:38:00,Long March 2,FSW-0 No.2,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,12/9/1976,10:00:00,Soyuz U,Cosmos 879,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,12/9/1976,20:00:00,Cosmos-3M (11K65M),Cosmos 880,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/15/1976,13:59:00,Cosmos-3M (11K65M),Cosmos 883,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/16/1976,10:23:00,Cosmos-3M (11K65M),Cosmos 871 to 878,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,12/17/1976,9:30:00,Soyuz U,Cosmos 884,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,12/17/1976,12:00:00,Cosmos-3M (11K65M),Cosmos 885,Retired,0,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA", USA,12/19/1976,18:19:00,Titan IIID,KH-11,Retired,0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,12/27/1976,12:05:00,Tsyklon-2,Cosmos 886,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,12/28/1976,6:38:00,Molniya-M /Block ML,Molniya-3 n†­65,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/28/1976,7:49:00,Cosmos-3M (11K65M),Cosmos 887,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,1/6/1977,9:40:00,Soyuz U,Cosmos 888,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,1/6/1977,23:17:00,Vostok-2M,Meteor-2 n†­2,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,1/20/1977,8:30:00,Soyuz U,Cosmos 889,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,1/20/1977,20:05:00,Cosmos-3M (11K65M),Cosmos 890,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,2/2/1977,12:30:00,Cosmos-3M (11K65M),Cosmos 891,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,2/6/1977,6:00:00,Titan III(23)C,DSP-7,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,2/7/1977,16:11:00,Soyuz U,Soyuz 24,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,2/9/1977,11:30:00,Soyuz U,Cosmos 892,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,2/11/1977,14:57:00,Molniya-M /Block ML,Molniya-2 n†­66,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,2/15/1977,,Cosmos-3M (11K65M),Cosmos 893,Retired,0,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan", Japan,2/19/1977,5:15:00,Mu-III H,Tansei 3,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,2/21/1977,17:20:00,Cosmos-3M (11K65M),Cosmos 894,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,2/22/1977,9:19:00,Soyuz U,Zenit-4MK n†­381,Retired,0,Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan", Japan,2/23/1977,8:50:00,N-I Star-37E,Kiku 2,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,2/26/1977,21:18:00,Vostok-2M,Cosmos 895,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,3/3/1977,10:30:00,Soyuz U,Cosmos 896,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,3/10/1977,11:00:00,Soyuz U,Cosmos 897,Retired,0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA", USA,3/13/1977,18:41:00,Titan III(24)B,OPS 4915,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,3/17/1977,8:30:00,Soyuz U,Cosmos 898,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,3/24/1977,11:51:00,Molniya-M /Block ML,Molniya-1 n†­67,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,3/24/1977,22:11:00,Cosmos-3M (11K65M),Cosmos 899,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,3/29/1977,,Cosmos-3M (11K65M),Cosmos 900,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,4/5/1977,2:05:00,Vostok-2M,Meteor n†­37,Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,4/5/1977,10:30:00,Cosmos-2I (63SM),Cosmos 901,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,4/7/1977,8:59:00,Soyuz U,Cosmos 902,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,4/11/1977,1:38:00,Molniya-M /Block 2BL,Cosmos 903,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,4/20/1977,9:00:00,Soyuz U,Cosmos 904,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,4/26/1977,14:45:00,Soyuz U,Cosmos 905,Retired,0,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia", Russia,4/27/1977,,Cosmos-3M (11K65M),Cosmos 906,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,4/28/1977,9:10:00,Molniya-M /Block ML,Molniya-3 n†­68,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/5/1977,14:00:00,Soyuz U,Cosmos 907,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,5/12/1977,14:27:00,Titan III(23)C,DSCS-II 7&8,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,5/17/1977,10:10:00,Soyuz U,Cosmos 908,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,5/19/1977,16:30:00,Cosmos-3M (11K65M),Cosmos 909,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,5/23/1977,12:14:00,Tsyklon-2,Cosmos 910,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,5/23/1977,18:13:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-7),Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,5/25/1977,11:00:00,Cosmos-3M (11K65M),Cosmos 911,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,5/26/1977,7:00:00,Soyuz U,Cosmos 912,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,5/26/1977,21:47:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F4,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,5/30/1977,22:30:00,Cosmos-3M (11K65M),Cosmos 913,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,5/31/1977,7:30:00,Soyuz U,Cosmos 914,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,6/8/1977,14:00:00,Soyuz U,Cosmos 915,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/10/1977,8:00:00,Soyuz U,Cosmos 916,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,6/16/1977,1:58:00,Molniya-M /Block 2BL,Cosmos 917,Retired,0,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia", Russia,6/17/1977,3:30:00,Cosmos-3M (11K65M),Signe 3,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,6/17/1977,7:23:00,Tsyklon-2,Cosmos 918,Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,6/18/1977,10:30:00,Cosmos-2I (63SM),Cosmos 919,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,6/22/1977,8:00:00,Soyuz U,Cosmos 920,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA", USA,6/23/1977,9:16:00,Atlas-E/F SGS-1,NTS-2,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,6/24/1977,5:41:00,Molniya-M /Block ML,Molniya-1 n†­69,Retired,0,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia", Russia,6/24/1977,10:30:00,Tsyklon-3,Cosmos 921,Retired,0,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA", USA,6/27/1977,18:30:00,Titan IIID,KH-9,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,6/29/1977,18:34:00,Vostok-2M,Meteor-Priroda n†­2,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,6/30/1977,14:00:00,Soyuz U,Cosmos 922,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/1/1977,11:52:00,Cosmos-3M (11K65M),Cosmos 923,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,7/4/1977,22:20:00,Cosmos-3M (11K65M),Cosmos 924,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/7/1977,7:25:00,Vostok-2M,Cosmos 925,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,7/8/1977,17:30:00,Cosmos-3M (11K65M),Cosmos 926,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/12/1977,9:00:00,Soyuz U,Cosmos 927,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/13/1977,5:02:00,Cosmos-3M (11K65M),Cosmos 928,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,7/19/1977,8:40:00,Cosmos-3M (11K65M),Cosmos 930,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/20/1977,4:44:00,Molniya-M /Block 2BL,Cosmos 931,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,7/20/1977,7:35:00,Soyuz U,Cosmos 932,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/22/1977,10:00:00,Cosmos-3M (11K65M),Cosmos 933,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/27/1977,18:07:00,Soyuz U,Cosmos 934,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/29/1977,8:00:00,Soyuz U,Cosmos 935,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,8/3/1977,14:01:00,Soyuz U,Cosmos 936,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,8/10/1977,10:40:00,Soyuz U,Zenit-4MKM n†­399,Retired,0,Failure
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA", USA,8/12/1977,6:29:00,Atlas-SLV3D Centaur-D1AR,HEAO-1,Retired,0,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,8/20/1977,14:29:00,Titan IIIE,Voyager 2,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,8/24/1977,7:07:00,Tsyklon-2,Cosmos 937,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,8/24/1977,14:29:00,Soyuz U,Cosmos 938,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,8/24/1977,18:20:00,Cosmos-3M (11K65M),Cosmos 939 to 946,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,8/27/1977,10:09:00,Soyuz U,Cosmos 947,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,8/30/1977,18:06:00,Molniya-M /Block ML,Molniya-1 n†­70,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,9/2/1977,9:00:00,Soyuz U,Cosmos 948,Retired,0,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,9/5/1977,12:56:00,Titan IIIE,Voyager 1,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/6/1977,17:30:00,Soyuz U,Cosmos 949,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/13/1977,15:10:00,Soyuz U,Cosmos 950,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,9/13/1977,19:59:00,Cosmos-3M (11K65M),Cosmos 951,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,9/14/1977,0:15:00,Feng Bao 1,DDDS 1,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,9/16/1977,14:25:00,Tsyklon-2,Cosmos 952,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/16/1977,14:30:00,Soyuz U,Cosmos 953,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,9/18/1977,13:48:00,Tsyklon-2,Cosmos 954,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,9/20/1977,1:00:00,Vostok-2M,Cosmos 955,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,9/22/1977,,Molniya-M /Block SO-L,Prognoz n†­6,Retired,0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA", USA,9/23/1977,18:34:00,Titan III(24)B,OPS 7471,Retired,0,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia", Russia,9/24/1977,10:15:00,Tsyklon-3,Cosmos 956,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,9/24/1977,,Cosmos-3M (11K65M),Intercosmos-17,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,9/30/1977,1:02:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F5,Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,9/30/1977,9:46:00,Soyuz U,Cosmos 957,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/9/1977,2:40:00,Soyuz U,Soyuz 25,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,10/11/1977,15:14:00,Soyuz U,Cosmos 958,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,10/21/1977,10:05:00,Cosmos-3M (11K65M),Cosmos 959,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,10/25/1977,5:25:00,Cosmos-3M (11K65M),Cosmos 960,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,10/26/1977,5:14:00,Tsyklon-2,Cosmos 961,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,10/28/1977,1:37:00,Molniya-M /Block ML,Molniya-3 n†­71,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,10/28/1977,16:00:00,Cosmos-3M (11K65M),Cosmos 962,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,11/24/1977,14:30:00,Cosmos-3M (11K65M),Cosmos 963,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,11/29/1977,7:05:00,Cosmos-3M (11K65M),Tsikada n†­3,Retired,0,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,12/4/1977,12:00:00,Soyuz U,Cosmos 964,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,12/8/1977,11:00:00,Cosmos-3M (11K65M),Cosmos 965,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA", USA,12/8/1977,17:45:00,Atlas-E/F MSD,NOSS-2,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,12/10/1977,1:18:00,Soyuz U,Soyuz 26,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,12/11/1977,22:45:00,Atlas-SLV3A Agena-D,OPS-4258 (Aquacade-3),Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,12/12/1977,9:40:00,Soyuz U,Cosmos 966,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,12/13/1977,15:53:00,Cosmos-3M (11K65M),Cosmos 967,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,12/14/1977,9:30:00,Vostok-2M,Meteor-2 n†­3,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/16/1977,4:25:00,Cosmos-3M (11K65M),Cosmos 968,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,12/20/1977,15:50:00,Soyuz U,Cosmos 969,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,12/21/1977,10:35:00,Tsyklon-2,Cosmos 970,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/23/1977,16:24:00,Cosmos-3M (11K65M),Cosmos 971,Retired,0,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia", Russia,12/27/1977,8:00:00,Tsyklon-3,Cosmos 972,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,12/27/1977,9:20:00,Soyuz U,Cosmos 973,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,1/6/1978,15:50:00,Soyuz U,Cosmos 974,Retired,0,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA", USA,1/7/1978,0:15:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F3,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,1/10/1978,13:23:00,Vostok-2M,Cosmos 975,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,1/10/1978,20:51:00,Cosmos-3M (11K65M),Cosmos 976 to 983,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,1/13/1978,15:15:00,Soyuz U,Cosmos 984,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,1/17/1978,3:26:00,Cosmos-3M (11K65M),Cosmos 985,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,1/24/1978,6:51:00,Molniya-M /Block ML,Molniya-3 n†­72,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,1/24/1978,9:50:00,Soyuz U,Cosmos 986,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,1/26/1978,4:58:00,Long March 2,FSW-0 No.3,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,1/31/1978,14:50:00,Soyuz U,Cosmos 987,Retired,0,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan", Japan,2/4/1978,7:00:00,Mu-III H,Kyokko,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,2/8/1978,12:15:00,Soyuz U,Cosmos 988,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,2/9/1978,21:17:00,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,2/14/1978,9:30:00,Soyuz U,Cosmos 989,Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan", Japan,2/16/1978,4:00:00,N-I,Ume 2,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,2/17/1978,16:33:00,Cosmos-3M (11K65M),Cosmos 990,Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA", USA,2/22/1978,23:44:00,Atlas-E/F SGS-1,GPS-1,Retired,0,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA", USA,2/25/1978,5:00:00,Titan III(34)B Agena-D,Jumpseat 5,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,2/28/1978,6:43:00,Cosmos-3M (11K65M),Cosmos 991,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,3/2/1978,22:07:00,Molniya-M /Block ML,Molniya-1 n†­73,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,3/4/1978,7:40:00,Soyuz U,Cosmos 992,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,3/10/1978,10:42:00,Soyuz U,Cosmos 993,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,3/15/1978,15:57:00,Cosmos-3M (11K65M),Cosmos 994,Retired,0,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA", USA,3/16/1978,18:43:00,Titan IIID,KH-9 & SSF-D-2,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,3/17/1978,10:50:00,Soyuz U,Cosmos 995,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,3/25/1978,18:09:00,Titan III(23)C,DSCS-II 9&10,Retired,0,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,3/28/1978,1:30:00,Cosmos-3M (11K65M),Cosmos 996,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,3/30/1978,7:50:00,Soyuz U,Cosmos 999,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,3/31/1978,14:01:00,Cosmos-3M (11K65M),Cosmos 1000,Retired,0,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA", USA,3/31/1978,23:36:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F6,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,4/6/1978,9:10:00,Soyuz U,Cosmos 1002,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,4/7/1978,0:45:00,Atlas-SLV3A Agena-D,OPS-8790 (Aquacade-4),Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,4/15/1978,16:39:00,Feng Bao 1,DDDS 2,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,4/20/1978,15:30:00,Soyuz U,Cosmos 1003,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/5/1978,15:30:00,Soyuz U,Cosmos 1004,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,5/12/1978,4:07:00,Vostok-2M,Cosmos 1005,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,5/12/1978,11:00:00,Cosmos-3M (11K65M),Cosmos 1006,Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA", USA,5/13/1978,10:34:00,Atlas-E/F SGS-1,GPS-2,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/16/1978,10:40:00,Soyuz U,Cosmos 1007,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,5/17/1978,14:39:00,Cosmos-3M (11K65M),Cosmos 1008,Retired,0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,5/19/1978,0:21:00,Tsyklon-2,Cosmos 1009,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,5/20/1978,13:13:00,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Orbiter,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,5/23/1978,7:30:00,Soyuz U,Cosmos 1010,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,5/23/1978,16:57:00,Cosmos-3M (11K65M),Cosmos 1011,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/2/1978,12:12:00,Molniya-M /Block ML,Molniya-1 n†­74,Retired,0,Success
